index_0,sample,value
4,100,2.223128737110387
0,101,0.1652940252127229
1,101,1.069531440987582
2,101,1.920212248545208
3,101,2.0929934939789696
4,101,2.165506123673669
0,102,0.14070381612698146
1,102,1.035977708391416
2,102,1.9537928978395587
3,102,2.04186916471103
4,102,2.2192516503471853
0,103,0.10189504794707582
1,103,1.0381762968450226
2,103,1.945572470694989
3,103,1.9664369117348792
4,103,2.1157707322528405
0,104,0.17655194575304808
1,104,1.0412073780854927
2,104,1.924195982772091
3,104,2.0542465273956556
4,104,2.157784445617231
0,105,0.12140475978676382
1,105,1.0551043626402095
2,105,1.9853773542304018
3,105,2.007460999675958
4,105,2.0542160113585126
0,106,0.19820761201744008
1,106,1.053944069618821
2,106,2.006865037633479
3,106,2.0285376426464614
4,106,2.209270106019686
0,107,0.2110035236823907
1,107,1.062309272627234
2,107,1.9553906035039585
3,107,2.0321979267204484
4,107,2.1492936727547263
0,108,0.130391600010707
1,108,1.0790311798353027
2,108,1.9633230271345168
3,108,1.9958623016547254
4,108,2.028229743812512
0,109,0.2002519501828603
1,109,1.0516256437096978
2,109,1.9764024176788304
3,109,2.057425396640613
4,109,2.2489762334260277
0,110,0.102360683435901
1,110,1.0847383347226645
2,110,2.034141340648542
3,110,2.0826170298264746
4,110,2.3717891199772447
0,111,0.18978502083149856
1,111,1.0505182034885254
2,111,2.005069665138172
3,111,2.0485897634674393
4,111,2.1449117707978194
0,112,0.07571890206090066
1,112,1.0598521097103282
2,112,1.983471015917082
3,112,2.043168762879278
4,112,2.1951865684508425
0,113,0.041073372615416104
1,113,1.027684285767475
2,113,1.7954421509987446
3,113,1.9751610442293284
4,113,2.177615785995877
0,114,0.12849375610334723
1,114,1.0769520708047053
2,114,1.9119366013681607
3,114,1.9523468676464282
4,114,2.0387904797782626
0,115,0.3724778758571847
1,115,1.0554234197955032
2,115,1.903793439778084
3,115,1.9846325765423352
4,115,2.1024204256665775
0,116,0.10834697715855707
1,116,1.0515817769324087
2,116,1.9349971063290228
3,116,2.037142077510701
4,116,2.040051282048581
0,117,0.09151163655537584
1,117,1.0781079429369747
2,117,2.0219159708520618
3,117,2.046879956551761
4,117,2.0676137975209956
0,118,0.28719740485870116
1,118,1.0551449023869057
2,118,2.002499353868331
3,118,2.04558965140118
4,118,2.0811131346897795
0,119,0.0754726965397996
1,119,1.0682682533669896
2,119,1.9649027093889941
3,119,1.9722005664584612
4,119,2.095525457719429
0,120,0.2185007571166817
1,120,1.0863091143980304
2,120,1.9634827273329143
3,120,1.9785762148757664
4,120,2.059918747637978
0,121,0.1450563606742138
1,121,1.1168690129845407
2,121,1.9733223186717277
3,121,2.028575112315735
4,121,2.081255647920735
0,122,0.1974397560889988
1,122,1.0939264641651758
2,122,2.0175155137163796
3,122,2.0630159153622962
4,122,2.1181011186013166
0,123,0.06114350189299924
1,123,1.0366977585488024
2,123,2.036272076316194
3,123,2.037386203909388
4,123,2.102204339027716
0,124,0.29708584918266767
1,124,1.0575791174183762
2,124,1.9851153515301934
3,124,2.0167133113648794
4,124,2.3386541888760815
0,125,0.23855563002094918
1,125,1.0515364692290863
2,125,1.93451177411998
3,125,2.0433425885555243
4,125,2.107784793919491
0,126,0.04675337387794326
1,126,1.0313637948210832
2,126,1.9438951326544571
3,126,2.0712807808046723
4,126,2.1157300641649868
0,127,0.24787316397221515
1,127,1.0289348900812
2,127,1.9686617386865692
3,127,1.9901282611068656
4,127,2.0918991476643938
0,128,0.10642108143040682
1,128,1.0309557058268806
2,128,1.7540204900290615
3,128,2.0272016040752887
4,128,2.1288830468230158
0,129,0.22927993615479697
1,129,1.075433365765153
2,129,1.9569597904949712
3,129,2.077724748779479
4,129,2.1737707128322348
0,130,0.24912705772471416
1,130,1.0729242251526903
2,130,1.928893631941597
3,130,2.1471058981878994
4,130,2.1528312316354006
0,131,0.1439728993999135
1,131,1.046819903267699
2,131,1.9304871013418474
3,131,1.998854529465162
4,131,2.107789616214993
0,132,0.0888181724600372
1,132,1.061308697769369
2,132,1.8722174473249795
3,132,2.059798344337949
4,132,2.0834220798516303
0,133,0.14573135831928374
1,133,1.0642878650890755
2,133,1.9170038137265735
3,133,2.0510684638715686
4,133,2.08006018332467
0,134,0.1772988237042128
1,134,1.0385905465505025
2,134,1.921475889108496
3,134,2.056048376975184
4,134,2.068280645315495
0,135,0.15520441232093107
1,135,1.0291109378671688
2,135,1.8999139833456609
3,135,1.9426004646385797
4,135,2.1366459362991317
0,136,0.22325555868817218
1,136,1.0437059240315993
2,136,1.9418581289044896
3,136,2.074833885179077
4,136,2.10544853853723
0,137,0.02397501302646081
1,137,1.0226479572044305
2,137,1.8603713554261918
3,137,2.0995752928024216
4,137,2.105992904717626
0,138,0.05098694399314267
1,138,1.023925650123817
2,138,2.0064800919857673
3,138,2.0429545381023626
4,138,2.0528533558401536
0,139,0.3266485556404915
1,139,1.04830733545025
2,139,1.8494523812991284
3,139,2.0814934084486882
4,139,2.0888519198551587
0,140,0.18940389587281814
1,140,1.0727325049207896
2,140,1.9524056519259396
3,140,1.9760638936033912
4,140,2.034216401811464
0,141,0.17975831261151232
1,141,1.0677281006388928
2,141,1.9911910215932336
3,141,2.0347405043788678
4,141,2.0771312791445404
0,142,0.2567903048536302
1,142,1.0570579028462013
2,142,1.9797433585877096
3,142,2.0583732132913637
4,142,2.063600805243706
0,143,0.26202788929970283
1,143,1.0657536667085419
2,143,1.9896532630100752
3,143,2.0572092372615813
4,143,2.0641495295469463
0,144,0.14836638063781726
1,144,1.031667616317917
2,144,1.983805681870517
3,144,2.029871214602042
4,144,2.0722289865152503
0,145,0.14599037591806785
1,145,1.0903070165237252
2,145,1.8925612398489753
3,145,1.9931270974249635
4,145,2.093226241051686
0,146,0.1494017266536143
1,146,1.018758274633517
2,146,2.0187541026646296
3,146,2.024740264553881
4,146,2.1225091771243965
0,147,0.17458955370995535
1,147,1.0709997585468711
2,147,1.9909559835672501
3,147,2.0459539498524735
4,147,2.063974316332033
0,148,0.08786346848654225
1,148,1.0207857204975685
2,148,1.9442556270241873
3,148,2.0199039481524474
4,148,2.0631353274015765
0,149,0.20253174760179002
1,149,1.0382743994555839
2,149,1.8788765784284198
3,149,2.0526416848394846
4,149,2.089117709571674
0,150,0.2129352374734635
1,150,1.0899950576674333
2,150,2.061347873030654
3,150,2.0647184468389415
4,150,2.080423356764332
0,151,0.09443893279681162
1,151,1.0786828785726235
2,151,2.0467317754898895
3,151,2.051915599032144
4,151,2.0661530884983774
0,152,0.2369654259528533
1,152,1.0561162593442632
2,152,1.9779368319974575
3,152,2.0227272858508343
4,152,2.049779812799175
0,153,0.4211808300959396
1,153,1.0702011573520258
2,153,1.921144423260935
3,153,1.9609836373833165
4,153,2.0595843998956864
0,154,0.23884469491912652
1,154,1.0602418650603704
2,154,2.0363205874729595
3,154,2.0370282543719176
4,154,2.058238438102168
0,155,0.10730374293411499
1,155,1.077676227304863
2,155,1.9407460009877473
3,155,2.0447133661057473
4,155,2.056466193959623
0,156,0.09964302703291056
1,156,1.063011620399255
2,156,1.9423742069576964
3,156,2.0066943205908996
4,156,2.0489488164057192
0,157,0.2737449389903306
1,157,1.0341708435715107
2,157,1.9484051235619786
3,157,2.0585372996070395
4,157,2.06690588154015
0,158,0.17097141112618186
1,158,1.0474504290401154
2,158,1.8223664510504392
3,158,2.0096986225615088
4,158,2.0415257452005777
0,159,0.09481152289759553
1,159,1.0724383083009243
2,159,1.9976838489391473
3,159,2.024782950451724
4,159,2.0530670944396454
0,160,0.23540298339369148
1,160,1.009117796276886
2,160,1.9295866206852206
3,160,1.9912418869173727
4,160,2.033164831000003
0,161,0.21129557929781975
1,161,1.0191836800704912
2,161,1.9153323796444093
3,161,2.0315603548226466
4,161,2.0949663866265222
0,162,0.12156408843097985
1,162,1.0972048986605039
2,162,1.9694622057513889
3,162,2.0679346240609
4,162,2.071077268006439
0,163,0.07714432984297673
1,163,1.046831939879105
2,163,1.9561684919507392
3,163,2.0079900799939363
4,163,2.0442402834635987
0,164,0.08676042433576364
1,164,1.0778317080544288
2,164,1.9829131769932278
3,164,2.046340865394546
4,164,2.064255811061412
0,165,0.12665761427067646
1,165,1.0440961905235606
2,165,1.9051810691726665
3,165,1.9935932474397717
4,165,2.0475125083707004
0,166,0.14696324136068667
1,166,1.0300171466943109
2,166,1.954324189297109
3,166,1.9890326182761637
4,166,2.039361153587066
0,167,0.08319885230042812
1,167,1.043455738301587
2,167,1.8841414425540552
3,167,1.950682239035695
4,167,2.0447404756742515
0,168,0.07916813366815967
1,168,1.059988374904823
2,168,1.8131024811370553
3,168,1.952284497342914
4,168,2.0529999079772576
0,169,0.21571201945398932
1,169,1.0698453830405654
2,169,1.9439456168294038
3,169,1.996798680349084
4,169,2.0407017489075505
0,170,0.23850503095737186
1,170,1.0582514151952063
2,170,1.9749679005802436
3,170,2.036976728991833
4,170,2.0693437753020523
0,171,0.31042630220219597
1,171,1.0601777008906375
2,171,1.9369692374759366
3,171,2.0409280030257273
4,171,2.082396492644497
0,172,0.08395067665346437
1,172,1.0466874534600399
2,172,1.8596358235887525
3,172,1.9881405493556394
4,172,2.08094547472425
0,173,0.11686359071787757
1,173,1.0786429229627381
2,173,1.9392660994327557
3,173,2.0411406194035764
4,173,2.0899196773553452
0,174,0.26728261927192165
1,174,1.0182104001359629
2,174,1.9707999117178514
3,174,2.027327220622228
4,174,2.0852846003485936
0,175,0.10081742581017406
1,175,1.0599627298549397
2,175,1.946848729626844
3,175,1.9988268184216875
4,175,2.089298803388894
0,176,0.29812293574250515
1,176,1.0659442151639513
2,176,1.8834367078718008
3,176,1.9830072554528786
4,176,2.093034600564079
0,177,0.10113598204625457
1,177,1.0669093715900222
2,177,1.903111478756859
3,177,2.102157025244366
4,177,2.176642606437539
0,178,0.12127611380591097
1,178,1.0283520372377817
2,178,1.9213195499904645
3,178,2.07679790111078
4,178,2.1053412184810023
0,179,0.2092610381125799
1,179,1.056470377658104
2,179,2.0245570986451775
3,179,2.086941867305983
4,179,2.1139660441473094
0,180,0.0979562419162397
1,180,1.0660772919838897
2,180,1.9410442208121035
3,180,2.083235920391972
4,180,2.182157091690055
0,181,0.07374909193148636
1,181,1.0463490999867437
2,181,1.9709648526209027
3,181,2.11052296066186
4,181,2.1363681396611045
0,182,0.19235174095993426
1,182,1.0598935377889878
2,182,1.9715520819655734
3,182,2.1658620247291704
4,182,2.191197938333363
0,183,0.1226345940632963
1,183,1.0741401129158574
2,183,1.9374978787977153
3,183,2.097113873122413
4,183,2.1072104137075662
0,184,0.14410696115369975
1,184,1.0694897663889522
2,184,2.0190716568816223
3,184,2.037483548374693
4,184,2.109192047060316
0,185,0.2838600529185329
1,185,1.0796694374722569
2,185,2.0025150540050918
3,185,2.136744081590945
4,185,2.154681998618393
0,186,0.07053277360187808
1,186,1.054414072695523
2,186,1.9512663653044506
3,186,2.131681349619413
4,186,2.289349175197403
0,187,0.17069393546739414
1,187,1.0799807874786205
2,187,1.9262226392270725
3,187,2.0634842846114423
4,187,2.225782152712098
0,188,0.1294145100194118
1,188,1.0392210032047275
2,188,1.9160465145434347
3,188,1.9385114718166039
4,188,2.2639933157730128
0,189,0.19860925850607766
1,189,1.0383038108645941
2,189,1.9690909588338297
3,189,2.0557353865852463
4,189,2.178686165739935
0,190,0.27432814684888795
1,190,1.0132852174317744
2,190,1.942849505256185
3,190,2.1114930543473656
4,190,2.134262324128211
0,191,0.16694040248276
1,191,1.0462529905986668
2,191,1.9415800675993395
3,191,2.070603193676227
4,191,2.343692593357673
0,192,0.04786977024684315
1,192,1.034981192360338
2,192,1.8462152343763023
3,192,2.055444121777409
4,192,2.252814923061591
0,193,0.06250883115716353
1,193,1.060815403752627
2,193,1.7539324850523428
3,193,2.0452914297532665
4,193,2.251391193308139
0,194,0.24254604600690682
1,194,1.0649174012184464
2,194,1.8705300761038681
3,194,2.107793048651033
4,194,2.1419867037048785
0,195,0.14724514623549373
1,195,1.0725458289941041
2,195,1.9339606575204311
3,195,2.105011084964815
4,195,2.2819056909268687
0,196,0.2704958235426722
1,196,1.0470560930228303
2,196,1.8887556905302678
3,196,2.1199419874718624
4,196,2.170726631527851
0,197,0.14804479926111902
1,197,1.1259926488848904
2,197,1.9701125963244672
3,197,2.0713705192057503
4,197,2.0854935547681324
0,198,0.17885269318833552
1,198,1.0240183173946689
2,198,1.9856150459543596
3,198,2.0398480390994984
4,198,2.0819534436346547
0,199,0.07510572317610764
1,199,1.0353824185597278
2,199,1.9886828081551235
3,199,2.0580007950114454
4,199,2.06566457931141
0,200,0.05697873589065506
1,200,1.0539781231289764
2,200,1.9478464433976526
3,200,2.034460787194692
4,200,2.081859245643552
0,201,0.1694712450882009
1,201,1.0810760493683134
2,201,1.9833901645379264
3,201,2.029502737267509
4,201,2.04475118189371
0,202,0.09315437486969273
1,202,1.0520624484936463
2,202,1.967805555167389
3,202,1.9903618910483758
4,202,2.0466788603972366
0,203,0.45821203145312506
1,203,1.028411751732984
2,203,1.9890198371725771
3,203,2.0382065011732653
4,203,2.058744680204127
0,204,0.2288195809848585
1,204,1.0369588693942737
2,204,1.979923941358107
3,204,2.051232003697808
4,204,2.0542594229695905
0,205,0.2169130037316877
1,205,1.0807784388457042
2,205,1.9354263138746506
3,205,2.038139756576544
4,205,2.2187119908854824
0,206,0.0321105340784619
1,206,1.0232534171706047
2,206,1.902146067792012
3,206,2.026560346256183
4,206,2.254525349244021
0,207,0.12296633747258764
1,207,1.0522764546870813
2,207,1.9640313150822335
3,207,2.0343658906211854
4,207,2.0502225565341727
0,208,0.2124341291570305
1,208,1.0307693380339757
2,208,2.0023669219130014
3,208,2.0466307642174173
4,208,2.0653507659071284
0,209,0.07127201242471642
1,209,1.050739701437032
2,209,1.9603037272354018
3,209,2.0104423865923895
4,209,2.087452771116334
0,210,0.16055817108134793
1,210,1.0829236524539234
2,210,1.9381817200041103
3,210,1.9974986060923139
4,210,2.0591117649979775
0,211,0.10432966773809312
1,211,1.0391568054459197
2,211,1.9111392952570156
3,211,1.9473492953643454
4,211,2.096218700432614
0,212,0.1015104088821831
1,212,1.0509217521804728
2,212,1.7134511889444084
3,212,1.9926841390494792
4,212,2.0676569028314753
0,213,0.32756009549184173
1,213,1.0440777290066385
2,213,2.0202260175395796
3,213,2.0678284978567896
4,213,2.0736229366767835
0,214,0.24765317836034456
1,214,1.0839824696216418
2,214,1.9258521350497084
3,214,2.077182336772838
4,214,2.150869293333859
0,215,0.15486744615931589
1,215,1.03844351093287
2,215,1.9983135223216846
3,215,2.0422677776115012
4,215,2.0495366354427627
0,216,0.137948647688154
1,216,1.0656749629035
2,216,2.003259536465128
3,216,2.0363032504475416
4,216,2.051381858978796
0,217,0.10409508957195927
1,217,1.0371019928219603
2,217,1.927931515453407
3,217,2.034065689256754
4,217,2.041961622480602
0,218,0.16997749295842662
1,218,1.0617381714010108
2,218,1.9130294757385085
3,218,1.966982405340239
4,218,2.039168342493334
0,219,0.17362952716606617
1,219,1.0389556427281148
2,219,1.8946420152812884
